id,time,lng,lat,pos_x,pos_y,pos_z,std_x,std_y,std_z,max_x,max_y,max_z,temp
AV333,2022-01-18 21:50:41,-3.591561761,37.165346761,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 22:20:59,-3.591378653,37.165163653,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 22:50:53,-3.591485466,37.165087358,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-18 23:21:08,-3.591515984,37.165239948,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-18 23:51:03,-3.591531243,37.165255207,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 00:21:08,-3.591470207,37.165148394,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-19 00:51:37,-3.591287098,37.16505684,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 01:21:17,-3.591485466,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 01:51:24,-3.591561761,37.165133135,2048,16384,2048,0,0,223.984,0,0,359.168,10.602
AV333,2022-01-19 02:21:31,-3.591592279,37.165102617,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 02:21:31,-3.591592279,37.165102617,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 02:51:35,-3.591638056,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 02:51:35,-3.591638056,37.165026322,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 03:21:39,-3.591561761,37.165087358,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 03:51:47,-3.59157702,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 04:21:51,-3.591561761,37.165239948,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 04:52:00,-3.591454948,37.165331502,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 05:22:03,-3.591638056,37.165545129,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 05:52:11,-3.59172961,37.16536202,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 06:22:38,-3.591378653,37.165102617,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 06:52:43,-3.591485466,37.165072099,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 07:22:22,-3.591546502,37.165087358,0,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-19 07:52:27,-3.591592279,37.165117876,2048,16384,2048,0,0,0,0,0,359.168,10.602
AV333,2022-01-19 08:22:36,-3.591607538,37.165224689,2048,16384,2048,0,0,0,359.168,0,359.168,10.602
AV333,2022-01-19 08:53:08,-3.591165026,37.164766918,0,16384,2048,0,0,0,0,0,359.168,10.602
